project_id,project_name,project_category,project_type,state,district,river,river_basin,terrain_type,development_type,climate_zone,elevation_m,capacity_mw,number_of_units,unit_capacity_mw,commissioning_year,project_life_years,gross_head_m,net_head_m,design_flow_m3s,minimum_flow_m3s,maximum_flow_m3s,annual_inflow_mcm,catchment_area_km2,reservoir_volume_mcm,dam_type,dam_height_m,dam_length_m,reservoir_area_km2,tunnel_length_km,tunnel_diameter_m,penstock_length_m,penstock_diameter_m,powerhouse_type,powerhouse_area_m2,excavation_volume_m3,turbine_type,turbine_efficiency,generator_efficiency,design_efficiency,number_of_turbines,number_of_generators,transformer_count,transformer_capacity_mva,crane_capacity_t,penstock_sections,project_complexity_score,terrain_complexity_score,civil_complexity_score,hydro_complexity_score,annual_generation_gwh,capacity_factor,plant_load_factor,availability_factor,annual_operating_hours,construction_duration_months,civil_construction_months,dam_construction_months,tunnel_construction_months,powerhouse_construction_months,electromechanical_installation_months,concrete_m3_per_mw,cement_mt_per_mw,reinforcement_steel_mt_per_mw,structural_steel_mt_per_mw,penstock_steel_mt_per_mw,excavation_m3_per_mw,synthetic_generation_version,generation_seed,source_type
HP-041,Luhri Hydro Project Unit-41,Large Hydro,run-of-river,Madhya Pradesh,Hoshangabad,Indravati,Godavari Basin,Gorge,Greenfield,Tropical,756.6,1752.01,4,438.0025,2003,50,549.8,520.1,386.665,46.574,570.152,10136.12,11745.0,6.0,Concrete Gravity,24.5,111.3,0.6,9.19,10.18,639.3,6.51,Semi-underground,22241.6,18891772.4,Pelton,0.944,0.977,0.922,4,4,5,566.83,152.3,4,2.9,2.7,2.7,3.2,6811.9,0.443,44.3,0.944,8269.4,82.3,46.5,31.5,29.4,27.4,20.6,916.07,320.62,20.03,4.45,8.52,10782.91,v1.0,42,synthetic
HP-042,Sawra Kuddu Hydro Project Unit-42,Large Hydro,pumped,Sikkim,North Sikkim,Siang,Brahmaputra Basin,Hilly,Greenfield,Himalayan Sub-tropical,1724.2,1027.85,4,256.9625,2021,35,429.8,408.0,270.781,46.227,325.68,6860.85,5911.4,9.5,Concrete Gravity,33.0,249.6,0.95,15.19,4.11,708.8,4.56,Underground,13664.4,15663100.7,Pelton,0.921,0.979,0.902,4,4,5,332.54,199.6,4,3.1,1.6,4.2,3.6,3624.81,0.406,40.6,0.869,7612.4,81.2,48.9,35.0,27.6,23.5,19.3,1573.31,550.66,27.77,9.34,11.27,15238.7,v1.0,42,synthetic
HP-043,Tapovan Vishnugad Hydro Project Unit-43,Large Hydro,run-of-river,Assam,Karbi Anglong,Subansiri,Brahmaputra Basin,Mountainous,Brownfield,Tropical,129.3,816.68,4,204.17,2002,40,471.1,441.8,216.396,42.713,317.764,7175.65,3831.6,13.6,Concrete Gravity,31.6,169.9,1.36,2.93,4.52,1121.9,7.0,Semi-underground,11908.1,11732267.5,Pelton,0.917,0.976,0.895,4,4,5,264.22,,4,1.8,1.6,2.0,1.8,4320.55,0.603,60.3,0.887,7770.1,82.5,52.4,34.5,31.4,23.8,22.6,1505.86,527.05,31.45,10.16,21.69,14365.81,v1.0,42,synthetic
HP-044,Indirasagar Hydro Project Unit-44,Large Hydro,run-of-river,Odisha,Rayagada,Pranahita,Godavari Basin,Gorge,Greenfield,Himalayan Sub-tropical,807.2,156.39,6,26.065,2013,35,386.6,362.2,50.138,9.015,70.892,868.4,2736.2,10.8,Concrete Gravity,9.6,47.5,1.08,9.21,4.64,1140.1,4.72,Surface,1411.0,6745448.1,Pelton,0.913,0.963,0.879,6,6,7,33.73,52.3,4,2.7,3.3,3.1,1.7,722.75,0.523,52.3,0.931,8155.6,68.7,40.6,29.4,28.1,21.0,20.6,6449.6,2257.36,94.05,26.63,70.78,43132.22,v1.0,42,synthetic
HP-045,Bassu Hydro Project Unit-45,Large Hydro,run-of-river,Andhra Pradesh,Alluri Sitharama Raju,Wainganga,Godavari Basin,Gorge,Greenfield,Alpine,2334.8,1587.09,6,264.515,2019,50,139.7,134.8,1378.052,183.586,1910.06,42695.38,5278.4,5.4,Concrete Gravity,34.2,125.9,0.54,8.41,10.63,360.9,4.07,Surface,28071.3,17922007.1,Francis,0.922,0.971,0.895,6,6,7,342.31,128.7,4,2.8,3.1,3.3,2.1,6600.08,0.474,47.4,0.87,7621.2,87.9,53.1,36.8,33.6,30.4,21.6,990.77,346.77,21.35,6.88,6.62,11292.37,v1.0,42,synthetic
HP-046,Idukki Hydro Project Unit-46,Large Hydro,pumped,Himachal Pradesh,Mandi,Ravi,Indus Basin,Gorge,Greenfield,Tropical,329.3,1351.49,8,168.9363,2015,50,244.4,230.9,646.537,99.802,929.213,14592.9,13484.8,8.3,Concrete Gravity,32.4,114.9,0.83,6.96,8.65,324.7,5.56,Semi-underground,24105.3,14967681.9,Francis,0.937,0.962,0.901,8,8,9,218.62,,4,3.9,4.0,4.8,2.8,5966.55,0.503,50.3,0.907,7945.3,86.1,51.2,33.5,35.8,26.6,21.5,1017.54,356.14,21.46,5.12,7.19,11074.95,v1.0,42,synthetic
HP-047,Sardar Sarovar Hydro Project Unit-47,Large Hydro,storage,Telangana,Bhadradri Kothagudem,Pranahita,Godavari Basin,Hilly,Greenfield,Himalayan Sub-tropical,1179.7,965.19,4,241.2975,2014,50,395.3,377.1,296.846,33.101,431.838,8320.19,10318.5,427.6,RCC,138.0,611.6,42.61,10.53,7.23,987.6,5.65,Underground,13903.4,13515427.8,Pelton,0.927,0.951,0.882,4,4,5,312.27,180.2,4,2.9,3.5,1.9,3.3,3654.1,0.429,42.9,0.928,8129.3,84.1,47.1,36.8,27.6,23.8,20.7,1582.8,553.98,26.85,8.21,14.97,14002.87,v1.0,42,synthetic
HP-048,Bhabha Hydro Project Unit-48,Large Hydro,pumped,Maharashtra,Nashik,Indravati,Godavari Basin,Mountainous,Greenfield,Tropical,465.4,1221.36,6,203.56,2003,35,230.4,221.9,625.322,98.476,829.747,15618.4,8292.0,13.8,Barrage/Weir,21.6,117.7,1.38,4.81,6.2,623.6,2.77,Surface,21396.3,14517242.5,Francis,0.929,0.956,0.888,6,6,7,263.43,87.7,4,3.2,2.8,3.3,3.5,5837.52,0.55,55.0,0.9,7884.0,83.0,52.3,30.9,25.3,22.6,19.0,1098.5,384.48,24.01,6.57,7.88,11886.13,v1.0,42,synthetic
HP-049,Vyasi Hydro Project Unit-49,Large Hydro,run-of-river,Sikkim,North Sikkim,Dibang,Brahmaputra Basin,Mountainous,Brownfield,Alpine,2673.2,1138.12,4,284.53,2009,35,269.4,256.6,484.606,96.628,694.29,9813.95,12255.2,9.0,Trench Intake,30.8,186.4,0.9,10.56,8.31,974.1,6.57,Underground,15593.1,15250051.5,Pelton,0.931,0.968,0.901,4,4,5,368.22,123.9,4,3.1,2.1,4.8,2.3,5052.81,0.503,50.3,0.941,8243.2,75.6,47.3,29.6,23.4,21.0,20.1,1315.49,460.42,25.47,8.73,14.5,13399.34,v1.0,42,synthetic
HP-050,Singoli Bhatwari Hydro Project Unit-50,Large Hydro,storage,Himachal Pradesh,Shimla,Ravi,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,1348.8,812.89,8,101.6112,2008,50,517.5,492.4,177.426,17.786,254.117,5257.54,11098.5,1157.0,Rockfill,201.5,1064.9,126.87,21.36,9.77,669.5,4.11,Surface,9248.7,13704952.2,Pelton,0.933,0.967,0.902,8,8,9,131.5,82.6,4,3.1,3.1,2.5,3.6,4008.2,0.568,56.8,0.901,7892.8,120.0,71.3,42.0,53.2,32.4,32.3,2167.16,758.51,27.82,5.98,11.5,16859.54,v1.0,42,synthetic
HP-051,Lata Tapovan Hydro Project Unit-51,Large Hydro,pumped,Himachal Pradesh,Kullu,Beas,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,1430.6,1288.69,4,322.1725,2022,35,40.6,38.4,3778.758,634.825,4545.038,109318.75,12348.1,14.8,Trench Intake,25.8,139.0,1.48,6.58,4.63,996.3,3.02,Surface,21662.7,14746819.9,Kaplan,0.915,0.973,0.89,4,4,5,416.93,101.2,4,3.5,4.0,1.7,4.7,4306.17,0.382,38.2,0.919,8050.4,89.5,54.8,32.7,32.4,28.5,25.6,1057.4,370.09,22.42,6.27,8.9,11443.26,v1.0,42,synthetic
HP-052,Tidong Hydro Project Unit-52,Large Hydro,pumped,Andhra Pradesh,Kurnool,Godavari,Godavari Basin,Hilly,Greenfield,Alpine,2514.8,1241.94,8,155.2425,2000,50,486.7,467.1,289.307,40.264,403.251,8852.44,12009.8,4.0,Trench Intake,8.4,46.2,0.4,13.88,7.7,1176.6,7.43,Surface,11574.7,17532804.1,Pelton,0.944,0.967,0.913,8,8,9,200.9,99.9,4,3.4,2.7,3.7,3.9,4153.85,0.384,38.4,0.866,7586.2,73.1,40.6,31.4,27.5,22.9,18.3,1341.9,469.66,25.93,8.18,16.78,14117.27,v1.0,42,synthetic
HP-053,Lata Tapovan Hydro Project Unit-53,Large Hydro,pumped,Ladakh,Kargil,Beas,Indus Basin,Hilly,Brownfield,Tropical,305.0,1214.27,8,151.7837,2013,50,526.2,504.1,282.611,31.539,391.046,4750.47,10158.2,10.0,Barrage/Weir,8.6,56.2,1.0,16.03,5.15,1150.7,5.12,Semi-underground,12862.1,17565041.6,Pelton,0.925,0.972,0.899,8,8,9,196.43,,4,3.3,4.4,3.9,1.7,5108.44,0.483,48.3,0.907,7945.3,102.9,63.1,41.1,38.8,26.3,29.4,1399.23,489.73,25.99,6.5,13.5,14465.52,v1.0,42,synthetic
HP-054,Koyna Hydro Project Unit-54,Large Hydro,run-of-river,Goa,North Goa,Periyar,West Flowing Rivers,Gorge,Greenfield,Tropical,654.8,187.46,3,62.4867,2017,50,417.7,396.4,53.29,9.167,68.285,918.81,5905.7,7.8,Barrage/Weir,10.4,73.0,0.78,21.63,10.68,222.4,4.83,Surface,2949.7,9842910.6,Pelton,0.922,0.953,0.879,3,3,4,80.87,,3,2.6,3.0,2.6,2.3,727.41,0.438,43.8,0.893,7822.7,108.3,68.0,45.8,41.4,35.7,23.3,7592.74,2657.46,90.08,28.01,27.12,52506.72,v1.0,42,synthetic
HP-055,Kiru Hydro Project Unit-55,Large Hydro,storage,Meghalaya,Ri-Bhoi,Lohit,Brahmaputra Basin,Gorge,Greenfield,Alpine,3079.7,489.95,4,122.4875,2022,40,87.4,80.8,662.828,112.737,869.463,22674.11,1731.1,257.0,RCC,161.1,625.1,35.67,3.25,8.64,287.2,3.96,Surface,8456.7,9236877.4,Francis,0.926,0.975,0.903,4,4,5,158.51,185.0,4,2.5,2.6,2.9,2.1,2402.01,0.565,56.5,0.87,7621.2,92.2,53.6,33.4,32.6,30.2,22.6,2623.14,918.1,44.0,9.7,13.18,18852.69,v1.0,42,synthetic
HP-056,Koyna Hydro Project Unit-56,Large Hydro,run-of-river,Punjab,Pathankot,Beas,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,2199.3,1939.96,6,323.3267,2005,35,525.6,487.4,445.778,48.8,548.562,13724.68,2261.1,1.4,Barrage/Weir,8.9,63.4,0.14,9.44,8.41,826.9,5.41,Surface,33317.4,19950476.0,Pelton,0.913,0.98,0.895,6,6,7,418.42,,4,3.3,2.2,3.6,4.1,9858.12,0.574,57.4,0.871,7630.0,70.0,45.0,27.5,28.6,21.0,16.7,839.23,293.73,18.89,6.18,8.17,10283.96,v1.0,42,synthetic
HP-057,Sanjay Hydro Project Unit-57,Large Hydro,pumped,Uttar Pradesh,Sonbhadra,Alaknanda,Ganga Basin,Gorge,Greenfield,Tropical,371.9,882.84,6,147.14,2004,40,141.7,131.2,759.374,136.852,1092.324,26190.13,11837.8,5.7,Concrete Gravity,28.4,134.1,0.57,13.31,6.25,434.0,2.63,Semi-underground,8996.3,14053456.5,Francis,0.946,0.973,0.92,6,6,7,190.42,181.8,4,3.2,1.7,4.9,3.1,4766.36,0.614,61.4,0.869,7612.4,81.5,51.5,36.0,25.1,28.5,18.1,1701.0,595.35,29.88,10.46,8.89,15918.46,v1.0,42,synthetic
HP-058,Tehri Hydro Project Unit-58,Large Hydro,pumped,Sikkim,North Sikkim,Dibang,Brahmaputra Basin,Mountainous,Brownfield,Alpine,3039.9,1900.37,6,316.7283,2017,40,129.5,125.4,1761.2,179.63,2365.99,38825.54,9405.0,12.2,Trench Intake,26.5,201.2,1.22,18.89,6.27,173.0,5.43,Underground,29918.8,22292692.3,Francis,0.944,0.976,0.921,6,6,7,409.88,99.0,4,3.9,4.7,2.6,4.5,7462.7,0.452,45.2,0.872,7638.7,106.2,66.8,47.4,42.2,28.4,31.5,1022.38,357.83,20.02,4.31,5.73,11730.71,v1.0,42,synthetic
HP-059,Budhil Hydro Project Unit-59,Large Hydro,pumped,Telangana,Nalgonda,Indravati,Godavari Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1967.4,844.1,8,105.5125,2007,50,328.4,303.2,324.911,40.224,485.649,6155.34,13337.1,1.8,Concrete Gravity,25.1,166.8,0.18,8.71,4.08,370.2,5.97,Surface,8919.2,13111361.8,Pelton,0.914,0.95,0.868,8,8,9,136.55,118.9,4,3.8,2.8,3.9,4.6,3449.41,0.471,47.1,0.909,7962.8,83.9,53.4,34.8,33.8,22.3,17.4,1644.48,575.57,31.18,8.54,11.15,15532.95,v1.0,42,synthetic
HP-060,Malana Hydro Project Unit-60,Large Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Greenfield,Himalayan Sub-tropical,1437.1,1972.03,8,246.5037,2005,50,493.8,475.1,467.675,55.653,659.028,13763.73,11084.6,4.3,Trench Intake,13.9,48.4,,9.86,7.85,665.5,2.77,Underground,24208.8,20512276.9,Pelton,0.922,0.97,0.894,8,8,9,319.0,87.9,4,2.3,3.5,1.9,1.4,6878.21,0.4,40.0,0.936,8199.4,81.2,48.6,33.8,25.5,24.7,17.7,849.08,297.18,19.04,4.64,6.16,10401.6,v1.0,42,synthetic
HP-061,Chutak Hydro Project Unit-61,Large Hydro,pumped,Meghalaya,West Khasi Hills,Subansiri,Brahmaputra Basin,Gorge,Brownfield,Himalayan Sub-tropical,805.3,753.27,4,188.3175,2012,50,253.5,239.1,343.965,64.722,461.903,5937.51,13590.3,10.9,Concrete Gravity,22.1,123.4,1.09,13.43,10.88,304.8,7.25,Surface,7328.4,13368339.1,Francis,0.949,0.979,0.929,4,4,5,243.71,161.5,4,2.9,4.2,1.7,2.7,4117.31,0.619,61.9,0.916,8024.2,80.7,51.7,35.6,25.0,23.3,19.3,1970.41,689.64,33.77,8.96,12.14,17747.07,v1.0,42,synthetic
HP-062,Budhil Hydro Project Unit-62,Large Hydro,storage,Bihar,Kaimur,Alaknanda,Ganga Basin,Mountainous,Brownfield,Alpine,2516.6,1217.12,6,202.8533,2017,40,487.7,466.6,290.705,42.822,363.864,6800.44,9464.5,1708.4,Earthfill,47.4,266.1,170.37,6.75,9.22,1116.9,6.99,Underground,13849.2,16079105.3,Pelton,0.942,0.959,0.903,6,6,7,262.52,29.0,4,4.1,4.3,4.4,3.6,4850.9,0.452,45.2,0.927,8120.5,79.8,49.7,32.8,25.0,23.5,23.2,1256.08,439.63,26.25,6.15,15.91,13210.78,v1.0,42,synthetic
HP-063,Nathpa Jhakri Hydro Project Unit-63,Large Hydro,storage,West Bengal,Darjeeling,Alaknanda,Ganga Basin,Mountainous,Greenfield,Tropical,202.5,466.33,3,155.4433,2011,50,141.5,134.6,386.207,74.27,542.371,7857.71,7587.4,1126.3,Earthfill,151.5,564.2,83.94,19.89,9.24,873.3,3.93,Surface,3962.2,11101958.6,Francis,0.944,0.973,0.919,3,3,4,201.16,257.0,3,2.1,2.2,2.0,2.1,2077.82,0.503,50.3,0.938,8216.9,111.5,66.6,40.5,36.3,36.8,24.8,3367.02,1178.46,40.51,12.06,19.93,23807.09,v1.0,42,synthetic
HP-064,Nimo Bazgo Hydro Project Unit-64,Large Hydro,pumped,Ladakh,Kargil,Chenab,Indus Basin,Gorge,Brownfield,Tropical,417.2,1089.26,8,136.1575,2021,40,326.3,306.8,408.7,60.559,531.672,8582.5,5214.5,4.5,Concrete Gravity,26.3,196.2,0.45,7.98,5.05,953.7,7.0,Semi-underground,13115.8,15080349.9,Pelton,0.923,0.954,0.881,8,8,9,176.2,95.2,4,2.3,1.6,3.0,2.3,5377.96,0.557,55.7,0.912,7989.1,93.5,54.6,39.4,37.7,29.3,23.1,1350.77,472.77,27.4,7.14,15.69,13844.58,v1.0,42,synthetic
HP-065,Kargil Hydro Project Unit-65,Large Hydro,run-of-river,Andhra Pradesh,Alluri Sitharama Raju,Indravati,Godavari Basin,Mountainous,Brownfield,Alpine,2801.4,269.76,6,44.96,2010,40,172.9,165.2,178.409,33.298,245.325,6000.91,1532.6,13.4,Concrete Gravity,8.6,55.1,,12.6,6.89,1064.4,3.25,Underground,3082.5,8283953.7,Francis,0.949,0.977,0.927,6,6,7,58.18,148.4,4,3.6,4.8,1.7,4.2,1082.15,0.46,46.0,0.949,8313.2,72.7,43.3,27.0,30.2,22.4,15.7,4239.88,1483.96,60.62,12.86,31.99,30708.61,v1.0,42,synthetic
HP-066,Subansiri Hydro Project Unit-66,Large Hydro,pumped,Gujarat,Narmada,Narmada,Narmada Basin,Mountainous,Greenfield,Himalayan Sub-tropical,2197.9,1794.82,8,224.3525,2007,35,393.7,375.1,544.962,86.577,681.26,17088.07,4823.9,4.7,Concrete Gravity,20.6,115.8,0.47,10.67,8.81,290.5,7.48,Surface,20806.5,20968821.7,Pelton,0.918,0.978,0.898,8,8,9,290.34,130.9,4,3.1,4.5,2.7,2.1,8672.33,0.556,55.6,0.913,7997.9,81.6,50.2,28.9,35.2,22.5,20.7,984.86,344.7,21.54,4.73,7.15,11682.97,v1.0,42,synthetic
HP-067,Koldam Hydro Project Unit-67,Large Hydro,pumped,Gujarat,Narmada,Tawa,Narmada Basin,Hilly,Greenfield,Himalayan Sub-tropical,1033.5,490.52,3,163.5067,2021,50,177.7,167.0,344.892,38.108,488.239,6206.58,2153.2,2.0,Barrage/Weir,23.3,160.5,0.2,18.63,10.81,525.8,4.55,Underground,4117.5,11658423.8,Francis,0.93,0.956,0.889,3,3,4,211.6,,3,2.8,4.6,2.4,1.3,2471.24,0.58,58.0,0.92,8059.2,79.9,48.0,33.7,25.2,22.0,17.8,2983.58,1044.25,42.18,14.17,16.61,23767.48,v1.0,42,synthetic
HP-068,Sutlej Hydro Project Unit-68,Large Hydro,storage,Meghalaya,Ri-Bhoi,Kameng,Brahmaputra Basin,Mountainous,Greenfield,Himalayan Sub-tropical,2156.4,280.59,4,70.1475,2010,40,496.2,457.6,70.891,9.731,92.358,1270.5,6303.6,1152.2,Earthfill,171.1,714.1,130.5,19.72,5.17,289.1,6.13,Underground,2535.7,10262323.2,Pelton,0.946,0.964,0.912,4,4,5,90.78,75.0,4,3.2,3.4,2.8,3.4,1450.7,0.587,58.7,0.939,8225.6,119.6,71.6,47.7,51.8,35.2,24.7,5714.95,2000.23,64.69,18.87,23.12,36574.09,v1.0,42,synthetic
HP-069,Vishnugad Pipalkoti Hydro Project Unit-69,Large Hydro,storage,Punjab,Pathankot,Jhelum,Indus Basin,Gorge,Greenfield,Himalayan Sub-tropical,2157.5,1357.29,8,169.6612,2012,35,467.9,440.8,323.754,53.206,403.747,10304.93,12852.1,2176.2,Concrete Gravity,182.8,662.1,216.82,7.56,7.55,728.0,4.39,Underground,11928.3,17434690.3,Pelton,0.928,0.967,0.897,8,8,9,219.56,254.9,4,2.4,1.8,3.0,2.4,4514.85,0.384,38.4,0.896,7849.0,100.8,63.8,43.3,44.8,31.6,29.1,1303.13,456.09,25.03,7.8,9.59,12845.22,v1.0,42,synthetic
HP-070,Chutak Hydro Project Unit-70,Large Hydro,run-of-river,Uttar Pradesh,Sonbhadra,Teesta,Ganga Basin,Mountainous,Greenfield,Alpine,2453.9,790.32,4,197.58,2000,40,221.1,207.5,419.776,57.673,517.121,13742.77,7640.1,12.4,Concrete Gravity,26.6,94.0,1.24,14.22,5.31,1126.7,4.46,Surface,12839.2,13297312.9,Francis,0.918,0.96,0.881,4,4,5,255.69,246.4,4,3.0,4.0,1.4,3.5,4121.2,0.594,59.4,0.901,7892.8,89.2,57.7,31.3,36.6,27.2,21.7,1861.0,651.35,31.31,6.84,16.74,16825.23,v1.0,42,synthetic
HP-071,Ghanvi Hydro Project Unit-71,Large Hydro,run-of-river,Meghalaya,Ri-Bhoi,Dibang,Brahmaputra Basin,Hilly,Brownfield,Alpine,2463.4,1774.65,6,295.775,2012,40,535.0,506.8,399.514,67.918,569.119,8559.15,10671.7,13.0,Concrete Gravity,27.1,156.3,1.3,6.35,5.47,900.1,5.93,Semi-underground,16551.7,19977172.3,Pelton,0.938,0.979,0.918,6,6,7,382.77,237.8,4,2.9,2.1,3.2,3.5,8091.22,0.515,51.5,0.912,7989.1,89.1,55.0,39.1,33.9,30.1,21.6,933.11,326.59,21.57,6.78,9.85,11256.96,v1.0,42,synthetic
HP-072,Ratle Hydro Project Unit-72,Large Hydro,run-of-river,Meghalaya,West Khasi Hills,Kameng,Brahmaputra Basin,Mountainous,Brownfield,Tropical,200.1,1412.16,6,235.36,2003,50,482.7,450.4,348.786,54.455,443.404,10675.76,12082.9,4.7,Concrete Gravity,6.4,31.4,0.47,10.33,9.52,869.4,7.33,Underground,11480.4,18229771.4,Pelton,0.92,0.969,0.891,6,6,7,304.58,47.7,4,4.2,4.1,4.4,4.1,6625.63,0.535,53.5,0.928,8129.3,87.0,54.6,38.8,29.9,23.3,23.3,1156.99,404.95,24.35,7.44,12.68,12909.14,v1.0,42,synthetic
HP-073,Shanan Hydro Project Unit-73,Large Hydro,storage,Andhra Pradesh,Alluri Sitharama Raju,Godavari,Godavari Basin,Mountainous,Greenfield,Alpine,2978.7,1448.44,8,181.055,2001,50,354.0,331.7,491.948,66.811,706.048,10715.81,3689.4,476.0,Concrete Gravity,189.4,579.1,62.58,10.07,6.45,1077.6,5.82,Surface,16813.5,18662596.1,Pelton,0.919,0.973,0.894,8,8,9,234.31,118.7,4,4.1,3.3,4.9,4.1,6931.03,0.541,54.1,0.9,7884.0,105.4,64.5,47.0,42.4,29.7,30.7,1294.95,453.23,24.35,4.9,12.42,12884.62,v1.0,42,synthetic
HP-074,Nagarjunasagar Hydro Project Unit-74,Large Hydro,storage,Maharashtra,Satara,Wainganga,Godavari Basin,Gorge,Brownfield,Tropical,355.3,1806.75,4,451.6875,2005,50,311.9,292.8,711.046,86.262,999.462,22454.92,3480.9,2075.3,Earthfill,162.8,942.5,336.27,5.08,7.21,498.3,2.94,Underground,17669.9,19244274.7,Pelton,0.92,0.952,0.876,4,4,5,584.54,278.7,4,3.8,4.2,4.6,2.7,7151.06,0.456,45.6,0.895,7840.2,80.5,50.1,28.7,33.2,20.5,22.9,963.05,337.07,20.57,5.36,6.32,10651.32,v1.0,42,synthetic
HP-075,Chamera Hydro Project Unit-75,Large Hydro,storage,Meghalaya,Ri-Bhoi,Subansiri,Brahmaputra Basin,Hilly,Greenfield,Alpine,2570.0,1113.64,8,139.205,2009,50,113.5,106.3,1165.945,201.63,1529.649,39331.29,8526.1,1396.6,Concrete Gravity,47.9,215.8,152.39,12.95,4.6,370.6,6.21,Semi-underground,12738.4,16029827.3,Francis,0.927,0.969,0.898,8,8,9,180.15,,4,2.4,3.2,1.8,2.1,4171.3,0.424,42.4,0.932,8164.3,100.7,64.8,45.3,37.2,30.7,23.1,1452.47,508.36,26.81,6.14,9.47,14394.08,v1.0,42,synthetic
HP-076,Pakal Dul Hydro Project Unit-76,Large Hydro,run-of-river,Kerala,Pathanamthitta,Kabini,Cauvery Basin,Gorge,Greenfield,Himalayan Sub-tropical,1117.9,1810.24,8,226.28,2009,50,337.9,318.2,634.751,90.662,762.621,12965.44,3712.1,11.2,Trench Intake,13.3,63.8,1.12,15.59,6.32,654.0,4.73,Surface,23297.3,22466452.6,Pelton,0.914,0.969,0.886,8,8,9,292.83,53.1,4,2.7,1.8,2.2,4.1,8865.0,0.556,55.6,0.916,8024.2,100.6,63.9,41.6,42.4,31.0,27.9,1063.58,372.25,22.01,5.05,8.02,12410.76,v1.0,42,synthetic
HP-077,Shanan Hydro Project Unit-77,Large Hydro,storage,Madhya Pradesh,Khandwa,Pranahita,Godavari Basin,Gorge,Greenfield,Himalayan Sub-tropical,1656.7,1052.18,8,131.5225,2007,50,388.9,362.5,325.094,50.921,445.295,10491.22,2619.9,1835.4,Rockfill,47.7,246.4,155.57,7.29,5.64,852.0,5.09,Surface,12500.9,14767583.3,Pelton,0.947,0.976,0.924,8,8,9,170.21,239.9,4,2.3,1.6,3.6,1.7,4118.59,0.446,44.6,0.927,8120.5,87.7,51.5,34.0,34.0,29.8,18.2,1403.32,491.16,28.12,8.3,12.83,14035.23,v1.0,42,synthetic
HP-078,Chamera Hydro Project Unit-78,Large Hydro,pumped,Goa,North Goa,Sharavathi,West Flowing Rivers,Hilly,Greenfield,Tropical,755.7,537.06,4,134.265,2005,40,347.0,322.4,183.537,24.415,226.485,5238.96,7445.8,9.1,Concrete Gravity,30.0,93.4,0.91,2.86,8.01,319.2,5.65,Underground,9080.6,9599726.7,Pelton,0.916,0.955,0.875,4,4,5,173.75,58.6,4,3.4,4.5,3.1,2.7,2801.89,0.591,59.1,0.926,8111.8,93.7,53.6,38.5,34.7,27.9,20.8,2123.92,743.37,41.54,12.28,14.27,17874.59,v1.0,42,synthetic
HP-079,Tapovan Vishnugad Hydro Project Unit-79,Large Hydro,storage,Maharashtra,Pune,Godavari,Godavari Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1720.4,832.44,8,104.055,2021,40,461.5,433.7,225.856,36.133,330.501,5832.39,11409.6,251.1,RCC,211.4,927.5,12.6,20.75,8.75,603.1,4.6,Underground,12467.0,15042949.4,Pelton,0.927,0.978,0.907,8,8,9,134.66,118.8,4,3.2,3.1,4.0,2.5,4229.17,0.581,58.1,0.912,7989.1,105.4,66.0,46.5,32.9,32.7,26.8,2275.74,796.51,31.04,10.43,12.18,18070.91,v1.0,42,synthetic
HP-080,Kiru Hydro Project Unit-80,Large Hydro,pumped,Punjab,Pathankot,Chenab,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,910.0,394.16,6,65.6933,2018,40,352.1,324.1,134.316,20.847,183.646,2572.11,8606.9,7.5,Trench Intake,22.3,153.2,0.75,9.96,4.97,1057.0,3.1,Underground,4913.6,9174369.4,Pelton,0.938,0.955,0.896,6,6,7,85.01,161.1,4,2.5,2.2,2.7,2.5,1920.23,0.55,55.0,0.874,7656.2,70.4,39.4,25.7,30.9,20.7,14.5,3022.85,1058.0,48.26,14.7,22.91,23275.75,v1.0,42,synthetic
HP-081,Rongtong Hydro Project Unit-81,Large Hydro,storage,Uttar Pradesh,Sonbhadra,Bhagirathi,Ganga Basin,Mountainous,Brownfield,Alpine,2985.4,1039.35,8,129.9187,2009,35,57.1,53.7,2125.15,248.533,2573.171,43130.17,504.2,410.5,Rockfill,188.1,702.7,44.86,13.72,7.62,923.8,2.84,Underground,14027.0,14341794.1,Francis,0.939,0.967,0.908,8,8,9,168.13,119.4,4,3.3,3.4,2.5,4.1,4399.27,0.489,48.9,0.896,7849.0,95.0,57.1,38.6,35.7,27.0,20.1,1601.58,560.55,25.17,8.67,9.73,13798.81,v1.0,42,synthetic
